from_table,from_column,to_table,to_column,source,confidence
trncc_descresult,REPORTID,trntempabnormalreport,USERID,heuristic_name_match,medium
trncc_descresult,REPORTID,trnolreportslogdtls,ID,heuristic_name_match,medium
trncc_descresult,TEMPID,trntempinvlabpri,CITYID,heuristic_name_match,medium
trncc_descresult,TEMPID,mstemptarget,ID,heuristic_name_match,medium
trncc_descresult,TEMPID,mstempschedules,EmpId,heuristic_name_match,medium
trncc_descresult,TEMPID,trncomptempinvlabpri,CITYID,heuristic_name_match,medium
trncc_descresult,TEMPID,trntempabnormalreport,USERID,heuristic_name_match,medium
trncc_descresult,TEMPID,tbltempledger,ID,heuristic_name_match,medium
trncc_descresult,TEMPID,trntempbranchwisecoll,ID,heuristic_name_match,medium
trncc_descresult,TEMPID,trntemppatientrepeatevisits,ID,heuristic_name_match,medium
trncc_descresult,TEMPID,mstparametertemplatelog,ID,heuristic_name_match,medium
trncc_descresult,TEMPID,mstempadvances,EmpId,heuristic_name_match,medium
trncc_descresult,TEMPID,mstempplans,PlanId,heuristic_name_match,medium
trncc_descresult,TEMPID,mstempmapping_rsm,ID,heuristic_name_match,medium
trncc_descresult,TEMPID,trntempinvdet,ID,heuristic_name_match,medium
trncc_descresult,TEMPID,trntempautoauthentication,ID,heuristic_name_match,medium
trncc_descresult,TEMPID,trntemprejbills,ID,heuristic_name_match,medium
trncc_descresult,TEMPID,trntemplabinvdetails,VailID,heuristic_name_match,medium
trncc_descresult,TEMPID,msttempappinvdtls,ID,heuristic_name_match,medium
trncc_descresult,TEMPID,mstempmapping_asm,ID,heuristic_name_match,medium
trncc_descresult,TEMPID,mstemptasks,TaskId,heuristic_name_match,medium
trncc_descresult,TEMPID,trncomptemplabinvdetails,VailID,heuristic_name_match,medium
trncc_descresult,TEMPID,msttemptallyregledger,LEDID,heuristic_name_match,medium
trncc_descresult,TEMPID,trnpatientresultstemp,AutoID,heuristic_name_match,medium
trncc_descresult,TEMPID,trntempdaycollall,USERID,heuristic_name_match,medium
trncc_descresult,TEMPID,mstempexpenditure,ExpId,heuristic_name_match,medium
trncc_descresult,TEMPID,trntempshiftcollecrpt,ID,heuristic_name_match,medium
trncc_descresult,TEMPID,msttempapppaymentdtls,MID,heuristic_name_match,medium
trncc_descresult,TEMPID,trntempinvstatus,ID,heuristic_name_match,medium
trncc_descresult,TEMPID,mstempleaves,EmpId,heuristic_name_match,medium
trncc_descresult,TEMPID,mstparametertemplate,ID,heuristic_name_match,medium
trncc_descresult,TEMPID,trntempmoncoll,USERID,heuristic_name_match,medium
trncc_descresult,TEMPID,tbltempledgerorg,ID,heuristic_name_match,medium
trncc_descresult,TEMPID,mstempmapping_gm,ID,heuristic_name_match,medium
trncc_descresult,TEMPID,tblinvtemplates,ID,heuristic_name_match,medium
trncc_descresult,TEMPID,mstlabdesctemp,TEMPID,heuristic_name_match,medium
trncc_invlabdet,MACHINEID,mstmachinemethodmap,ID,heuristic_name_match,medium
trncc_invlabdet,MACHINEID,mstmachineinvmethodmap,ID,heuristic_name_match,medium
trncc_invlabdet,MACHINEID,mstmachineparameters1,ID,heuristic_name_match,medium
trncc_invlabdet,MACHINEID,mstmachine,id,heuristic_name_match,medium
trncc_invlabdet,MACHINEID,mstmachineorg,ID,heuristic_name_match,medium
trncc_invlabdet,MACHINEID,mstmachinemaster,USERID,heuristic_name_match,medium
trncc_invlabdet,MACHINEID,mstlabmachine,ID,heuristic_name_match,medium
trncc_invlabdet,MACHINEID,mstlabmachine1,ID,heuristic_name_match,medium
trncc_invlabdet,MACHINEID,mstmachineparameters,ID,heuristic_name_match,medium
trncc_invstatus,MACHINEID,mstmachinemethodmap,ID,heuristic_name_match,medium
trncc_invstatus,MACHINEID,mstmachineinvmethodmap,ID,heuristic_name_match,medium
trncc_invstatus,MACHINEID,mstmachineparameters1,ID,heuristic_name_match,medium
trncc_invstatus,MACHINEID,mstmachine,id,heuristic_name_match,medium
trncc_invstatus,MACHINEID,mstmachineorg,ID,heuristic_name_match,medium
trncc_invstatus,MACHINEID,mstmachinemaster,USERID,heuristic_name_match,medium
trncc_invstatus,MACHINEID,mstlabmachine,ID,heuristic_name_match,medium
trncc_invstatus,MACHINEID,mstlabmachine1,ID,heuristic_name_match,medium
trncc_invstatus,MACHINEID,mstmachineparameters,ID,heuristic_name_match,medium
trncc_paramresult,HEADERID,mstheaderpaytype,ID,heuristic_name_match,medium
trncc_paramresult,LOCATIONID,mstlocationusers,Id,heuristic_name_match,medium
trncc_paramresult,METHODID,mstmachinemethodmap,ID,heuristic_name_match,medium
trncc_paramresult,METHODID,mstmachineinvmethodmap,ID,heuristic_name_match,medium
trncc_paramresult,METHODID,mstmethod,ID,heuristic_name_match,medium
trncc_paramresult,PARAMID,mstoltestparamsmapping,ID,heuristic_name_match,medium
trncc_paramresult,PARAMID,trnparamunitsloc1,ID,heuristic_name_match,medium
trncc_paramresult,PARAMID,mstmachineparameters1,ID,heuristic_name_match,medium
trncc_paramresult,PARAMID,trncc_clubbedparamresult,Clubid,heuristic_name_match,medium
trncc_paramresult,PARAMID,mstparametertemplatelog,ID,heuristic_name_match,medium
trncc_paramresult,PARAMID,trnparamresult,ID,heuristic_name_match,medium
trncc_paramresult,PARAMID,mstparametertemplate,ID,heuristic_name_match,medium
trncc_paramresult,PARAMID,mstparametercalculation,ID,heuristic_name_match,medium
trncc_paramresult,PARAMID,trncc_clubbedparamresults,Clubid,heuristic_name_match,medium
trncc_paramresult,PARAMID,mstparameterhead,ID,heuristic_name_match,medium
trncc_paramresult,PARAMID,mstmachineparameters,ID,heuristic_name_match,medium
trncc_paramresult,REPORTID,trntempabnormalreport,USERID,heuristic_name_match,medium
trncc_paramresult,REPORTID,trnolreportslogdtls,ID,heuristic_name_match,medium
trncc_paramresult,TEMPID,trntempinvlabpri,CITYID,heuristic_name_match,medium
trncc_paramresult,TEMPID,mstemptarget,ID,heuristic_name_match,medium
trncc_paramresult,TEMPID,mstempschedules,EmpId,heuristic_name_match,medium
trncc_paramresult,TEMPID,trncomptempinvlabpri,CITYID,heuristic_name_match,medium
trncc_paramresult,TEMPID,trntempabnormalreport,USERID,heuristic_name_match,medium
trncc_paramresult,TEMPID,tbltempledger,ID,heuristic_name_match,medium
trncc_paramresult,TEMPID,trntempbranchwisecoll,ID,heuristic_name_match,medium
trncc_paramresult,TEMPID,trntemppatientrepeatevisits,ID,heuristic_name_match,medium
trncc_paramresult,TEMPID,mstparametertemplatelog,ID,heuristic_name_match,medium
trncc_paramresult,TEMPID,mstempadvances,EmpId,heuristic_name_match,medium
trncc_paramresult,TEMPID,mstempplans,PlanId,heuristic_name_match,medium
trncc_paramresult,TEMPID,mstempmapping_rsm,ID,heuristic_name_match,medium
trncc_paramresult,TEMPID,trntempinvdet,ID,heuristic_name_match,medium
trncc_paramresult,TEMPID,trntempautoauthentication,ID,heuristic_name_match,medium
trncc_paramresult,TEMPID,trntemprejbills,ID,heuristic_name_match,medium
trncc_paramresult,TEMPID,trntemplabinvdetails,VailID,heuristic_name_match,medium
trncc_paramresult,TEMPID,msttempappinvdtls,ID,heuristic_name_match,medium
trncc_paramresult,TEMPID,mstempmapping_asm,ID,heuristic_name_match,medium
trncc_paramresult,TEMPID,mstemptasks,TaskId,heuristic_name_match,medium
trncc_paramresult,TEMPID,trncomptemplabinvdetails,VailID,heuristic_name_match,medium
trncc_paramresult,TEMPID,msttemptallyregledger,LEDID,heuristic_name_match,medium
trncc_paramresult,TEMPID,trnpatientresultstemp,AutoID,heuristic_name_match,medium
trncc_paramresult,TEMPID,trntempdaycollall,USERID,heuristic_name_match,medium
trncc_paramresult,TEMPID,mstempexpenditure,ExpId,heuristic_name_match,medium
trncc_paramresult,TEMPID,trntempshiftcollecrpt,ID,heuristic_name_match,medium
trncc_paramresult,TEMPID,msttempapppaymentdtls,MID,heuristic_name_match,medium
trncc_paramresult,TEMPID,trntempinvstatus,ID,heuristic_name_match,medium
trncc_paramresult,TEMPID,mstempleaves,EmpId,heuristic_name_match,medium
trncc_paramresult,TEMPID,mstparametertemplate,ID,heuristic_name_match,medium
trncc_paramresult,TEMPID,trntempmoncoll,USERID,heuristic_name_match,medium
trncc_paramresult,TEMPID,tbltempledgerorg,ID,heuristic_name_match,medium
trncc_paramresult,TEMPID,mstempmapping_gm,ID,heuristic_name_match,medium
trncc_paramresult,TEMPID,tblinvtemplates,ID,heuristic_name_match,medium
trncc_paramresult,TEMPID,mstlabdesctemp,TEMPID,heuristic_name_match,medium
trncc_paramresult,UNITID,trnparamunitsloc1,ID,heuristic_name_match,medium
trncc_paramresult,UNITID,mstitemsubunit,ID,heuristic_name_match,medium
trncc_paramresult,UNITID,mstunits,UNITID,heuristic_name_match,medium
trncc_paramresult,UNITID,mstitemunit,UnitID,heuristic_name_match,medium
trncc_paramresult,UNITID,mstitemunitmapping,ID,heuristic_name_match,medium
trncc_samplelogisacknow,USERID,tbl_callusers,Uid,heuristic_name_match,medium
trncc_samplelogisacknow,USERID,trnccusermapping,ID,heuristic_name_match,medium
trncc_samplelogisacknow,USERID,mstlocationusers,Id,heuristic_name_match,medium
trncc_samplelogispri,USERID,tbl_callusers,Uid,heuristic_name_match,medium
trncc_samplelogispri,USERID,trnccusermapping,ID,heuristic_name_match,medium
trncc_samplelogispri,USERID,mstlocationusers,Id,heuristic_name_match,medium
trnccinvoicegeneration,UserID,tbl_callusers,Uid,heuristic_name_match,medium
trnccinvoicegeneration,UserID,trnccusermapping,ID,heuristic_name_match,medium
trnccinvoicegeneration,UserID,mstlocationusers,Id,heuristic_name_match,medium
trnccpayments,CCPayID,trnccpaymodedetails,ID,heuristic_name_match,medium
trnccpayments,CCPayID,trnccpayments1,UserID,heuristic_name_match,medium
trnccpayments,LocationID,mstlocationusers,Id,heuristic_name_match,medium
trnccpayments,UserID,tbl_callusers,Uid,heuristic_name_match,medium
trnccpayments,UserID,trnccusermapping,ID,heuristic_name_match,medium
trnccpayments,UserID,mstlocationusers,Id,heuristic_name_match,medium
trnccpayments1,CCPayID,trnccpaymodedetails,ID,heuristic_name_match,medium
trnccpayments1,CCPayID,trnccpayments,UserID,heuristic_name_match,medium
trnccpayments1,LocationID,mstlocationusers,Id,heuristic_name_match,medium
trnccpayments1,UserID,tbl_callusers,Uid,heuristic_name_match,medium
trnccpayments1,UserID,trnccusermapping,ID,heuristic_name_match,medium
trnccpayments1,UserID,mstlocationusers,Id,heuristic_name_match,medium
trnccpaymodedetails,CCPayId,trnccpayments1,UserID,heuristic_name_match,medium
trnccpaymodedetails,CCPayId,trnccpayments,UserID,heuristic_name_match,medium
trnccpaymodedetails,LOCATIONID,mstlocationusers,Id,heuristic_name_match,medium
trnccpaymodedetails,UserID,tbl_callusers,Uid,heuristic_name_match,medium
trnccpaymodedetails,UserID,trnccusermapping,ID,heuristic_name_match,medium
trnccpaymodedetails,UserID,mstlocationusers,Id,heuristic_name_match,medium
trnccusermapping,LOCATIONID,mstlocationusers,Id,heuristic_name_match,medium
trncertificates,LOCATIONID,mstlocationusers,Id,heuristic_name_match,medium
trncompmodificationlog,LOCATIONID,mstlocationusers,Id,heuristic_name_match,medium
trncompmodificationlog,USERID,tbl_callusers,Uid,heuristic_name_match,medium
trncompmodificationlog,USERID,trnccusermapping,ID,heuristic_name_match,medium
trncompmodificationlog,USERID,mstlocationusers,Id,heuristic_name_match,medium
trncomppayments,CompPayID,trncomppaymentsrenova,UserID,heuristic_name_match,medium
trncomppayments,CompPayID,trncomppaymodedetails,ID,heuristic_name_match,medium
trncomppayments,LocationID,mstlocationusers,Id,heuristic_name_match,medium
trncomppayments,UserID,tbl_callusers,Uid,heuristic_name_match,medium
trncomppayments,UserID,trnccusermapping,ID,heuristic_name_match,medium
trncomppayments,UserID,mstlocationusers,Id,heuristic_name_match,medium
trncomppaymentsrenova,CompPayID,trncomppaymodedetails,ID,heuristic_name_match,medium
trncomppaymentsrenova,CompPayID,trncomppayments,UserID,heuristic_name_match,medium
trncomppaymentsrenova,LocationID,mstlocationusers,Id,heuristic_name_match,medium
trncomppaymentsrenova,UserID,tbl_callusers,Uid,heuristic_name_match,medium
trncomppaymentsrenova,UserID,trnccusermapping,ID,heuristic_name_match,medium
trncomppaymentsrenova,UserID,mstlocationusers,Id,heuristic_name_match,medium
trncomppaymodedetails,CompPayId,trncomppaymentsrenova,UserID,heuristic_name_match,medium
trncomppaymodedetails,CompPayId,trncomppayments,UserID,heuristic_name_match,medium
trncomppaymodedetails,LOCATIONID,mstlocationusers,Id,heuristic_name_match,medium
trncomppaymodedetails,TRANSID,trnstocktransfer,ID,heuristic_name_match,medium
trncomppaymodedetails,UserID,tbl_callusers,Uid,heuristic_name_match,medium
trncomppaymodedetails,UserID,trnccusermapping,ID,heuristic_name_match,medium
trncomppaymodedetails,UserID,mstlocationusers,Id,heuristic_name_match,medium
trncomptempinvlabpri,LocationId,mstlocationusers,Id,heuristic_name_match,medium
trncomptempinvlabpri,REFDOCID,mstrefdocclinicinfo,CId,heuristic_name_match,medium
trncomptempinvlabpri,REFDOCID,mstrefdoctornew,DOCID,heuristic_name_match,medium
trncomptempinvlabpri,REFDOCID,mstrefdoctor,DOCID,heuristic_name_match,medium
trncomptempinvlabpri,REFDOCID,mstccrefdoctor,DOCID,heuristic_name_match,medium
trncomptemplabinvdetails,DEPARTMENTID,mststoressubdepartment,UserID,heuristic_name_match,medium
trncomptemplabinvdetails,MACHINEID,mstmachinemethodmap,ID,heuristic_name_match,medium
trncomptemplabinvdetails,MACHINEID,mstmachineinvmethodmap,ID,heuristic_name_match,medium
trncomptemplabinvdetails,MACHINEID,mstmachineparameters1,ID,heuristic_name_match,medium
trncomptemplabinvdetails,MACHINEID,mstmachine,id,heuristic_name_match,medium
trncomptemplabinvdetails,MACHINEID,mstmachineorg,ID,heuristic_name_match,medium
trncomptemplabinvdetails,MACHINEID,mstmachinemaster,USERID,heuristic_name_match,medium
trncomptemplabinvdetails,MACHINEID,mstlabmachine,ID,heuristic_name_match,medium
trncomptemplabinvdetails,MACHINEID,mstlabmachine1,ID,heuristic_name_match,medium
trncomptemplabinvdetails,MACHINEID,mstmachineparameters,ID,heuristic_name_match,medium
trnconsignment,DeptId,trndeptpharmaissuepri,UserID,heuristic_name_match,medium
trnconsignment,DeptId,mstitemdeptaccess,ID,heuristic_name_match,medium
trnconsignment,DeptId,trndeptconsumptiondet,id,heuristic_name_match,medium
trnconsignment,DeptId,trndeptpharmareturndet,ID,heuristic_name_match,medium
trnconsignment,DeptId,trndeptpharmareturndet26feb2020,ID,heuristic_name_match,medium
trnconsignment,DeptId,mstdocdeptinvdiscount,ID,heuristic_name_match,medium
trnconsignment,DeptId,trndeptpharmaindentpri,UserID,heuristic_name_match,medium
trnconsignment,DeptId,trndeptpharmareturnpri,UserID,heuristic_name_match,medium
trnconsignment,DeptId,trndeptpharmaissuedet,ID,heuristic_name_match,medium
trnconsignment,DeptId,trndeptcomplaint,id,heuristic_name_match,medium
trnconsignment,DeptId,trndeptpharmaissuedet26feb2020,ID,heuristic_name_match,medium
trnconsignment,DeptId,trnformdeptinvmapping,ID,heuristic_name_match,medium
trnconsignment,DeptId,trndeptpharmaindentdet,id,heuristic_name_match,medium
trnconsignment,DeptId,mstorgdeptdiscount,ID,heuristic_name_match,medium
trnconsignment,DeptId,mstrolroqdeptmapping,ID,heuristic_name_match,medium
trnconsignment,DeptId,trndeptconsumptionpri,DeptID,heuristic_name_match,medium
trnconsignment,LocationId,mstlocationusers,Id,heuristic_name_match,medium
trnconsignment,supplierId,trninventsupplierpaymts,UserID,heuristic_name_match,medium
trnconsignment,supplierId,mstsuppliers,SupID,heuristic_name_match,medium
trnconsignment,supplierId,mstsuppliersregistration,UserID,heuristic_name_match,medium
trnconsignmentdtls,ItemId,mstitemtraymap,ID,heuristic_name_match,medium
trnconsignmentdtls,ItemId,trnitemtrack,DeptId,heuristic_name_match,medium
trnconsignmentdtls,ItemId,mstsubitemtype,UserID,heuristic_name_match,medium
trnconsignmentdtls,ItemId,mstitemsubunit,ID,heuristic_name_match,medium
trnconsignmentdtls,ItemId,mstitemdeptaccess,ID,heuristic_name_match,medium
trnconsignmentdtls,ItemId,mstitemtype,UserID,heuristic_name_match,medium
trnconsignmentdtls,ItemId,mstitemsr,ItemId,heuristic_name_match,medium
trnconsignmentdtls,ItemId,mstitems,ItemId,heuristic_name_match,medium
trnconsignmentdtls,ItemId,mstitemunit,UnitID,heuristic_name_match,medium
trnconsignmentdtls,ItemId,mstitemunitmapping,ID,heuristic_name_match,medium
trnconsignmentdtls,UomId,mstuom,ID,heuristic_name_match,medium
trnconsignmentdtls,UomId,mstuommapping,ID,heuristic_name_match,medium
trnconsumtiondetails,DEPTID,trndeptpharmaissuepri,UserID,heuristic_name_match,medium
trnconsumtiondetails,DEPTID,mstitemdeptaccess,ID,heuristic_name_match,medium
trnconsumtiondetails,DEPTID,trndeptconsumptiondet,id,heuristic_name_match,medium
trnconsumtiondetails,DEPTID,trndeptpharmareturndet,ID,heuristic_name_match,medium
trnconsumtiondetails,DEPTID,trndeptpharmareturndet26feb2020,ID,heuristic_name_match,medium
trnconsumtiondetails,DEPTID,mstdocdeptinvdiscount,ID,heuristic_name_match,medium
trnconsumtiondetails,DEPTID,trndeptpharmaindentpri,UserID,heuristic_name_match,medium
trnconsumtiondetails,DEPTID,trndeptpharmareturnpri,UserID,heuristic_name_match,medium
trnconsumtiondetails,DEPTID,trndeptpharmaissuedet,ID,heuristic_name_match,medium
trnconsumtiondetails,DEPTID,trndeptcomplaint,id,heuristic_name_match,medium
trnconsumtiondetails,DEPTID,trndeptpharmaissuedet26feb2020,ID,heuristic_name_match,medium
trnconsumtiondetails,DEPTID,trnformdeptinvmapping,ID,heuristic_name_match,medium
trnconsumtiondetails,DEPTID,trndeptpharmaindentdet,id,heuristic_name_match,medium
trnconsumtiondetails,DEPTID,mstorgdeptdiscount,ID,heuristic_name_match,medium
trnconsumtiondetails,DEPTID,mstrolroqdeptmapping,ID,heuristic_name_match,medium
trnconsumtiondetails,DEPTID,trndeptconsumptionpri,DeptID,heuristic_name_match,medium
trnconsumtiondetails,LOCATIONID,mstlocationusers,Id,heuristic_name_match,medium
trnconsumtiondetails,UOMID,mstuom,ID,heuristic_name_match,medium
trnconsumtiondetails,UOMID,mstuommapping,ID,heuristic_name_match,medium
trndailyconsumptiondtls,DEPTID,trndeptpharmaissuepri,UserID,heuristic_name_match,medium
trndailyconsumptiondtls,DEPTID,mstitemdeptaccess,ID,heuristic_name_match,medium
trndailyconsumptiondtls,DEPTID,trndeptconsumptiondet,id,heuristic_name_match,medium
trndailyconsumptiondtls,DEPTID,trndeptpharmareturndet,ID,heuristic_name_match,medium
trndailyconsumptiondtls,DEPTID,trndeptpharmareturndet26feb2020,ID,heuristic_name_match,medium
trndailyconsumptiondtls,DEPTID,mstdocdeptinvdiscount,ID,heuristic_name_match,medium
trndailyconsumptiondtls,DEPTID,trndeptpharmaindentpri,UserID,heuristic_name_match,medium
trndailyconsumptiondtls,DEPTID,trndeptpharmareturnpri,UserID,heuristic_name_match,medium
trndailyconsumptiondtls,DEPTID,trndeptpharmaissuedet,ID,heuristic_name_match,medium
trndailyconsumptiondtls,DEPTID,trndeptcomplaint,id,heuristic_name_match,medium
trndailyconsumptiondtls,DEPTID,trndeptpharmaissuedet26feb2020,ID,heuristic_name_match,medium
trndailyconsumptiondtls,DEPTID,trnformdeptinvmapping,ID,heuristic_name_match,medium
trndailyconsumptiondtls,DEPTID,trndeptpharmaindentdet,id,heuristic_name_match,medium
trndailyconsumptiondtls,DEPTID,mstorgdeptdiscount,ID,heuristic_name_match,medium
trndailyconsumptiondtls,DEPTID,mstrolroqdeptmapping,ID,heuristic_name_match,medium
trndailyconsumptiondtls,DEPTID,trndeptconsumptionpri,DeptID,heuristic_name_match,medium
trndailyconsumptiondtls,LOCATIONID,mstlocationusers,Id,heuristic_name_match,medium
trndailyconsumptiondtls,WORKSTATIONID,mstworkstations,ID,heuristic_name_match,medium
trndelcreditbill,LOCATIONID,mstlocationusers,Id,heuristic_name_match,medium
trndeptcomplaint,Locationid,mstlocationusers,Id,heuristic_name_match,medium
trndeptcomplaint,Userid,tbl_callusers,Uid,heuristic_name_match,medium
trndeptcomplaint,Userid,trnccusermapping,ID,heuristic_name_match,medium
trndeptcomplaint,Userid,mstlocationusers,Id,heuristic_name_match,medium
trndeptconsumptiondet,LocationID,mstlocationusers,Id,heuristic_name_match,medium
trndeptconsumptionpri,DeptID,trndeptpharmaissuepri,UserID,heuristic_name_match,medium
trndeptconsumptionpri,DeptID,mstitemdeptaccess,ID,heuristic_name_match,medium
trndeptconsumptionpri,DeptID,trndeptconsumptiondet,id,heuristic_name_match,medium
trndeptconsumptionpri,DeptID,trndeptpharmareturndet,ID,heuristic_name_match,medium
trndeptconsumptionpri,DeptID,trndeptpharmareturndet26feb2020,ID,heuristic_name_match,medium
trndeptconsumptionpri,DeptID,mstdocdeptinvdiscount,ID,heuristic_name_match,medium
trndeptconsumptionpri,DeptID,trndeptpharmaindentpri,UserID,heuristic_name_match,medium
trndeptconsumptionpri,DeptID,trndeptpharmareturnpri,UserID,heuristic_name_match,medium
trndeptconsumptionpri,DeptID,trndeptpharmaissuedet,ID,heuristic_name_match,medium
trndeptconsumptionpri,DeptID,trndeptcomplaint,id,heuristic_name_match,medium
trndeptconsumptionpri,DeptID,trndeptpharmaissuedet26feb2020,ID,heuristic_name_match,medium
trndeptconsumptionpri,DeptID,trnformdeptinvmapping,ID,heuristic_name_match,medium
trndeptconsumptionpri,DeptID,trndeptpharmaindentdet,id,heuristic_name_match,medium
trndeptconsumptionpri,DeptID,mstorgdeptdiscount,ID,heuristic_name_match,medium
trndeptconsumptionpri,DeptID,mstrolroqdeptmapping,ID,heuristic_name_match,medium
trndeptconsumptionpri,LocationID,mstlocationusers,Id,heuristic_name_match,medium
trndeptconsumptionpri,UserID,tbl_callusers,Uid,heuristic_name_match,medium
trndeptconsumptionpri,UserID,trnccusermapping,ID,heuristic_name_match,medium
trndeptconsumptionpri,UserID,mstlocationusers,Id,heuristic_name_match,medium
trndeptconsumptionpri,WorkStationID,mstworkstations,ID,heuristic_name_match,medium
trndeptpharmaindentdet,LocationID,mstlocationusers,Id,heuristic_name_match,medium
trndeptpharmaindentpri,LocationID,mstlocationusers,Id,heuristic_name_match,medium
trndeptpharmaindentpri,UserID,tbl_callusers,Uid,heuristic_name_match,medium
trndeptpharmaindentpri,UserID,trnccusermapping,ID,heuristic_name_match,medium
trndeptpharmaindentpri,UserID,mstlocationusers,Id,heuristic_name_match,medium
trndeptpharmaissuedet,LocationID,mstlocationusers,Id,heuristic_name_match,medium
trndeptpharmaissuedet26feb2020,LocationID,mstlocationusers,Id,heuristic_name_match,medium
trndeptpharmaissuepri,LocationID,mstlocationusers,Id,heuristic_name_match,medium
trndeptpharmaissuepri,UserID,tbl_callusers,Uid,heuristic_name_match,medium
trndeptpharmaissuepri,UserID,trnccusermapping,ID,heuristic_name_match,medium
trndeptpharmaissuepri,UserID,mstlocationusers,Id,heuristic_name_match,medium
trndeptpharmareturndet,LocationID,mstlocationusers,Id,heuristic_name_match,medium
trndeptpharmareturndet26feb2020,LocationID,mstlocationusers,Id,heuristic_name_match,medium
trndeptpharmareturnpri,LocationID,mstlocationusers,Id,heuristic_name_match,medium
trndeptpharmareturnpri,UserID,tbl_callusers,Uid,heuristic_name_match,medium
trndeptpharmareturnpri,UserID,trnccusermapping,ID,heuristic_name_match,medium
trndeptpharmareturnpri,UserID,mstlocationusers,Id,heuristic_name_match,medium
trndescresult,LOCATIONID,mstlocationusers,Id,heuristic_name_match,medium
trndescresult,REPORTID,trntempabnormalreport,USERID,heuristic_name_match,medium
trndescresult,REPORTID,trnolreportslogdtls,ID,heuristic_name_match,medium
trndescresult,TEMPID,trntempinvlabpri,CITYID,heuristic_name_match,medium
trndescresult,TEMPID,mstemptarget,ID,heuristic_name_match,medium
trndescresult,TEMPID,mstempschedules,EmpId,heuristic_name_match,medium
trndescresult,TEMPID,trncomptempinvlabpri,CITYID,heuristic_name_match,medium
trndescresult,TEMPID,trntempabnormalreport,USERID,heuristic_name_match,medium
trndescresult,TEMPID,tbltempledger,ID,heuristic_name_match,medium
trndescresult,TEMPID,trntempbranchwisecoll,ID,heuristic_name_match,medium
trndescresult,TEMPID,trntemppatientrepeatevisits,ID,heuristic_name_match,medium
trndescresult,TEMPID,mstparametertemplatelog,ID,heuristic_name_match,medium
trndescresult,TEMPID,mstempadvances,EmpId,heuristic_name_match,medium
trndescresult,TEMPID,mstempplans,PlanId,heuristic_name_match,medium
trndescresult,TEMPID,mstempmapping_rsm,ID,heuristic_name_match,medium
trndescresult,TEMPID,trntempinvdet,ID,heuristic_name_match,medium
trndescresult,TEMPID,trntempautoauthentication,ID,heuristic_name_match,medium
trndescresult,TEMPID,trntemprejbills,ID,heuristic_name_match,medium
trndescresult,TEMPID,trntemplabinvdetails,VailID,heuristic_name_match,medium
trndescresult,TEMPID,msttempappinvdtls,ID,heuristic_name_match,medium
trndescresult,TEMPID,mstempmapping_asm,ID,heuristic_name_match,medium
trndescresult,TEMPID,mstemptasks,TaskId,heuristic_name_match,medium
trndescresult,TEMPID,trncomptemplabinvdetails,VailID,heuristic_name_match,medium
trndescresult,TEMPID,msttemptallyregledger,LEDID,heuristic_name_match,medium
trndescresult,TEMPID,trnpatientresultstemp,AutoID,heuristic_name_match,medium
trndescresult,TEMPID,trntempdaycollall,USERID,heuristic_name_match,medium
trndescresult,TEMPID,mstempexpenditure,ExpId,heuristic_name_match,medium
trndescresult,TEMPID,trntempshiftcollecrpt,ID,heuristic_name_match,medium
trndescresult,TEMPID,msttempapppaymentdtls,MID,heuristic_name_match,medium
trndescresult,TEMPID,trntempinvstatus,ID,heuristic_name_match,medium
trndescresult,TEMPID,mstempleaves,EmpId,heuristic_name_match,medium
trndescresult,TEMPID,mstparametertemplate,ID,heuristic_name_match,medium
trndescresult,TEMPID,trntempmoncoll,USERID,heuristic_name_match,medium
trndescresult,TEMPID,tbltempledgerorg,ID,heuristic_name_match,medium
trndescresult,TEMPID,mstempmapping_gm,ID,heuristic_name_match,medium
trndescresult,TEMPID,tblinvtemplates,ID,heuristic_name_match,medium
trndescresult,TEMPID,mstlabdesctemp,TEMPID,heuristic_name_match,medium
trndescresult_audit1,LOCATIONID,mstlocationusers,Id,heuristic_name_match,medium
trndescresult_audit1,REPORTID,trntempabnormalreport,USERID,heuristic_name_match,medium
trndescresult_audit1,REPORTID,trnolreportslogdtls,ID,heuristic_name_match,medium
trndescresult_audit1,TEMPID,trntempinvlabpri,CITYID,heuristic_name_match,medium
trndescresult_audit1,TEMPID,mstemptarget,ID,heuristic_name_match,medium
trndescresult_audit1,TEMPID,mstempschedules,EmpId,heuristic_name_match,medium
trndescresult_audit1,TEMPID,trncomptempinvlabpri,CITYID,heuristic_name_match,medium
trndescresult_audit1,TEMPID,trntempabnormalreport,USERID,heuristic_name_match,medium
trndescresult_audit1,TEMPID,tbltempledger,ID,heuristic_name_match,medium
trndescresult_audit1,TEMPID,trntempbranchwisecoll,ID,heuristic_name_match,medium
trndescresult_audit1,TEMPID,trntemppatientrepeatevisits,ID,heuristic_name_match,medium
trndescresult_audit1,TEMPID,mstparametertemplatelog,ID,heuristic_name_match,medium
trndescresult_audit1,TEMPID,mstempadvances,EmpId,heuristic_name_match,medium
trndescresult_audit1,TEMPID,mstempplans,PlanId,heuristic_name_match,medium
trndescresult_audit1,TEMPID,mstempmapping_rsm,ID,heuristic_name_match,medium
trndescresult_audit1,TEMPID,trntempinvdet,ID,heuristic_name_match,medium
trndescresult_audit1,TEMPID,trntempautoauthentication,ID,heuristic_name_match,medium
