from_table,from_column,to_table,to_column,source,confidence
mstmachinemaster,USERID,trnccusermapping,ID,heuristic_name_match,medium
mstmachinemaster,USERID,mstlocationusers,Id,heuristic_name_match,medium
mstmachinemethodmap,LOCATIONID,mstlocationusers,Id,heuristic_name_match,medium
mstmachinemethodmap,METHODID,mstmachineinvmethodmap,ID,heuristic_name_match,medium
mstmachinemethodmap,METHODID,mstmethod,ID,heuristic_name_match,medium
mstmachineorg,LOCATIONID,mstlocationusers,Id,heuristic_name_match,medium
mstmachineparameters,LOCATIONID,mstlocationusers,Id,heuristic_name_match,medium
mstmachineparameters,PARAMID,mstoltestparamsmapping,ID,heuristic_name_match,medium
mstmachineparameters,PARAMID,trnparamunitsloc1,ID,heuristic_name_match,medium
mstmachineparameters,PARAMID,trncc_paramresult,TEMPID,heuristic_name_match,medium
mstmachineparameters,PARAMID,mstmachineparameters1,ID,heuristic_name_match,medium
mstmachineparameters,PARAMID,trncc_clubbedparamresult,Clubid,heuristic_name_match,medium
mstmachineparameters,PARAMID,mstparametertemplatelog,ID,heuristic_name_match,medium
mstmachineparameters,PARAMID,trnparamresult,ID,heuristic_name_match,medium
mstmachineparameters,PARAMID,mstparametertemplate,ID,heuristic_name_match,medium
mstmachineparameters,PARAMID,mstparametercalculation,ID,heuristic_name_match,medium
mstmachineparameters,PARAMID,trncc_clubbedparamresults,Clubid,heuristic_name_match,medium
mstmachineparameters,PARAMID,mstparameterhead,ID,heuristic_name_match,medium
mstmachineparameters,TEMPID,trntempinvlabpri,CITYID,heuristic_name_match,medium
mstmachineparameters,TEMPID,mstemptarget,ID,heuristic_name_match,medium
mstmachineparameters,TEMPID,mstempschedules,EmpId,heuristic_name_match,medium
mstmachineparameters,TEMPID,trncomptempinvlabpri,CITYID,heuristic_name_match,medium
mstmachineparameters,TEMPID,trntempabnormalreport,USERID,heuristic_name_match,medium
mstmachineparameters,TEMPID,tbltempledger,ID,heuristic_name_match,medium
mstmachineparameters,TEMPID,trntempbranchwisecoll,ID,heuristic_name_match,medium
mstmachineparameters,TEMPID,trntemppatientrepeatevisits,ID,heuristic_name_match,medium
mstmachineparameters,TEMPID,mstparametertemplatelog,ID,heuristic_name_match,medium
mstmachineparameters,TEMPID,mstempadvances,EmpId,heuristic_name_match,medium
mstmachineparameters,TEMPID,mstempplans,PlanId,heuristic_name_match,medium
mstmachineparameters,TEMPID,mstempmapping_rsm,ID,heuristic_name_match,medium
mstmachineparameters,TEMPID,trntempinvdet,ID,heuristic_name_match,medium
mstmachineparameters,TEMPID,trntempautoauthentication,ID,heuristic_name_match,medium
mstmachineparameters,TEMPID,trntemprejbills,ID,heuristic_name_match,medium
mstmachineparameters,TEMPID,trntemplabinvdetails,VailID,heuristic_name_match,medium
mstmachineparameters,TEMPID,msttempappinvdtls,ID,heuristic_name_match,medium
mstmachineparameters,TEMPID,mstempmapping_asm,ID,heuristic_name_match,medium
mstmachineparameters,TEMPID,mstemptasks,TaskId,heuristic_name_match,medium
mstmachineparameters,TEMPID,trncomptemplabinvdetails,VailID,heuristic_name_match,medium
mstmachineparameters,TEMPID,msttemptallyregledger,LEDID,heuristic_name_match,medium
mstmachineparameters,TEMPID,trnpatientresultstemp,AutoID,heuristic_name_match,medium
mstmachineparameters,TEMPID,trntempdaycollall,USERID,heuristic_name_match,medium
mstmachineparameters,TEMPID,mstempexpenditure,ExpId,heuristic_name_match,medium
mstmachineparameters,TEMPID,trntempshiftcollecrpt,ID,heuristic_name_match,medium
mstmachineparameters,TEMPID,msttempapppaymentdtls,MID,heuristic_name_match,medium
mstmachineparameters,TEMPID,trntempinvstatus,ID,heuristic_name_match,medium
mstmachineparameters,TEMPID,mstempleaves,EmpId,heuristic_name_match,medium
mstmachineparameters,TEMPID,mstparametertemplate,ID,heuristic_name_match,medium
mstmachineparameters,TEMPID,trntempmoncoll,USERID,heuristic_name_match,medium
mstmachineparameters,TEMPID,tbltempledgerorg,ID,heuristic_name_match,medium
mstmachineparameters,TEMPID,mstempmapping_gm,ID,heuristic_name_match,medium
mstmachineparameters,TEMPID,tblinvtemplates,ID,heuristic_name_match,medium
mstmachineparameters,TEMPID,mstlabdesctemp,TEMPID,heuristic_name_match,medium
mstmachineparameters1,LOCATIONID,mstlocationusers,Id,heuristic_name_match,medium
mstmachineparameters1,PARAMID,mstoltestparamsmapping,ID,heuristic_name_match,medium
mstmachineparameters1,PARAMID,trnparamunitsloc1,ID,heuristic_name_match,medium
mstmachineparameters1,PARAMID,trncc_paramresult,TEMPID,heuristic_name_match,medium
mstmachineparameters1,PARAMID,trncc_clubbedparamresult,Clubid,heuristic_name_match,medium
mstmachineparameters1,PARAMID,mstparametertemplatelog,ID,heuristic_name_match,medium
mstmachineparameters1,PARAMID,trnparamresult,ID,heuristic_name_match,medium
mstmachineparameters1,PARAMID,mstparametertemplate,ID,heuristic_name_match,medium
mstmachineparameters1,PARAMID,mstparametercalculation,ID,heuristic_name_match,medium
mstmachineparameters1,PARAMID,trncc_clubbedparamresults,Clubid,heuristic_name_match,medium
mstmachineparameters1,PARAMID,mstparameterhead,ID,heuristic_name_match,medium
mstmachineparameters1,PARAMID,mstmachineparameters,ID,heuristic_name_match,medium
mstmachineparameters1,TEMPID,trntempinvlabpri,CITYID,heuristic_name_match,medium
mstmachineparameters1,TEMPID,mstemptarget,ID,heuristic_name_match,medium
mstmachineparameters1,TEMPID,mstempschedules,EmpId,heuristic_name_match,medium
mstmachineparameters1,TEMPID,trncomptempinvlabpri,CITYID,heuristic_name_match,medium
mstmachineparameters1,TEMPID,trntempabnormalreport,USERID,heuristic_name_match,medium
mstmachineparameters1,TEMPID,tbltempledger,ID,heuristic_name_match,medium
mstmachineparameters1,TEMPID,trntempbranchwisecoll,ID,heuristic_name_match,medium
mstmachineparameters1,TEMPID,trntemppatientrepeatevisits,ID,heuristic_name_match,medium
mstmachineparameters1,TEMPID,mstparametertemplatelog,ID,heuristic_name_match,medium
mstmachineparameters1,TEMPID,mstempadvances,EmpId,heuristic_name_match,medium
mstmachineparameters1,TEMPID,mstempplans,PlanId,heuristic_name_match,medium
mstmachineparameters1,TEMPID,mstempmapping_rsm,ID,heuristic_name_match,medium
mstmachineparameters1,TEMPID,trntempinvdet,ID,heuristic_name_match,medium
mstmachineparameters1,TEMPID,trntempautoauthentication,ID,heuristic_name_match,medium
mstmachineparameters1,TEMPID,trntemprejbills,ID,heuristic_name_match,medium
mstmachineparameters1,TEMPID,trntemplabinvdetails,VailID,heuristic_name_match,medium
mstmachineparameters1,TEMPID,msttempappinvdtls,ID,heuristic_name_match,medium
mstmachineparameters1,TEMPID,mstempmapping_asm,ID,heuristic_name_match,medium
mstmachineparameters1,TEMPID,mstemptasks,TaskId,heuristic_name_match,medium
mstmachineparameters1,TEMPID,trncomptemplabinvdetails,VailID,heuristic_name_match,medium
mstmachineparameters1,TEMPID,msttemptallyregledger,LEDID,heuristic_name_match,medium
mstmachineparameters1,TEMPID,trnpatientresultstemp,AutoID,heuristic_name_match,medium
mstmachineparameters1,TEMPID,trntempdaycollall,USERID,heuristic_name_match,medium
mstmachineparameters1,TEMPID,mstempexpenditure,ExpId,heuristic_name_match,medium
mstmachineparameters1,TEMPID,trntempshiftcollecrpt,ID,heuristic_name_match,medium
mstmachineparameters1,TEMPID,msttempapppaymentdtls,MID,heuristic_name_match,medium
mstmachineparameters1,TEMPID,trntempinvstatus,ID,heuristic_name_match,medium
mstmachineparameters1,TEMPID,mstempleaves,EmpId,heuristic_name_match,medium
mstmachineparameters1,TEMPID,mstparametertemplate,ID,heuristic_name_match,medium
mstmachineparameters1,TEMPID,trntempmoncoll,USERID,heuristic_name_match,medium
mstmachineparameters1,TEMPID,tbltempledgerorg,ID,heuristic_name_match,medium
mstmachineparameters1,TEMPID,mstempmapping_gm,ID,heuristic_name_match,medium
mstmachineparameters1,TEMPID,tblinvtemplates,ID,heuristic_name_match,medium
mstmachineparameters1,TEMPID,mstlabdesctemp,TEMPID,heuristic_name_match,medium
mstmanufacturers,UserID,tbl_callusers,Uid,heuristic_name_match,medium
mstmanufacturers,UserID,trnccusermapping,ID,heuristic_name_match,medium
mstmanufacturers,UserID,mstlocationusers,Id,heuristic_name_match,medium
mstmapauthdoc,AUTHID,trnauthdeletiontrack,ID,heuristic_name_match,medium
mstmapauthdoc,AUTHID,trntempautoauthentication,ID,heuristic_name_match,medium
mstmapauthdoc,AUTHID,mstmapsubauthdoc,AUTHID,heuristic_name_match,medium
mstmapauthdoc,LocationID,mstlocationusers,Id,heuristic_name_match,medium
mstmapauthdoc,SPECIALIZATIONID,mstspecialization,ID,heuristic_name_match,medium
mstmapauthdoc,UserId,tbl_callusers,Uid,heuristic_name_match,medium
mstmapauthdoc,UserId,trnccusermapping,ID,heuristic_name_match,medium
mstmapauthdoc,UserId,mstlocationusers,Id,heuristic_name_match,medium
mstmapsubauthdoc,AUTHID,trnauthdeletiontrack,ID,heuristic_name_match,medium
mstmapsubauthdoc,AUTHID,trntempautoauthentication,ID,heuristic_name_match,medium
mstmapsubauthdoc,AUTHID,mstmapauthdoc,AUTHID,heuristic_name_match,medium
mstmapsubauthdoc,LocationID,mstlocationusers,Id,heuristic_name_match,medium
mstmapsubauthdoc,SPECIALIZATIONID,mstspecialization,ID,heuristic_name_match,medium
mstmapsubauthdoc,UserId,tbl_callusers,Uid,heuristic_name_match,medium
mstmapsubauthdoc,UserId,trnccusermapping,ID,heuristic_name_match,medium
mstmapsubauthdoc,UserId,mstlocationusers,Id,heuristic_name_match,medium
mstmaptechdoc,AUTHID,trnauthdeletiontrack,ID,heuristic_name_match,medium
mstmaptechdoc,AUTHID,trntempautoauthentication,ID,heuristic_name_match,medium
mstmaptechdoc,AUTHID,mstmapsubauthdoc,AUTHID,heuristic_name_match,medium
mstmaptechdoc,AUTHID,mstmapauthdoc,AUTHID,heuristic_name_match,medium
mstmaptechdoc,LocationID,mstlocationusers,Id,heuristic_name_match,medium
mstmedrack,RackID,trntrackcreditamts,ID,heuristic_name_match,medium
mstmedrack,RackID,trnitemtrack,DeptId,heuristic_name_match,medium
mstmedrack,RackID,trnauthdeletiontrack,ID,heuristic_name_match,medium
mstmedrack,RackID,rackmaster,RackId,heuristic_name_match,medium
mstmedrack,RackID,trnappsampletracking,ID,heuristic_name_match,medium
mstmedrack,RackID,trnstatustracking,ID,heuristic_name_match,medium
mstmedrack,RackID,mstrack,RackID,heuristic_name_match,medium
mstmedrack,RackID,trntrackcreditamts_new,ID,heuristic_name_match,medium
mstmedrack,UserID,tbl_callusers,Uid,heuristic_name_match,medium
mstmedrack,UserID,trnccusermapping,ID,heuristic_name_match,medium
mstmedrack,UserID,mstlocationusers,Id,heuristic_name_match,medium
mstmedtray,RackID,trntrackcreditamts,ID,heuristic_name_match,medium
mstmedtray,RackID,trnitemtrack,DeptId,heuristic_name_match,medium
mstmedtray,RackID,trnauthdeletiontrack,ID,heuristic_name_match,medium
mstmedtray,RackID,rackmaster,RackId,heuristic_name_match,medium
mstmedtray,RackID,trnappsampletracking,ID,heuristic_name_match,medium
mstmedtray,RackID,trnstatustracking,ID,heuristic_name_match,medium
mstmedtray,RackID,mstrack,RackID,heuristic_name_match,medium
mstmedtray,RackID,mstmedrack,RackID,heuristic_name_match,medium
mstmedtray,RackID,trntrackcreditamts_new,ID,heuristic_name_match,medium
mstmedtray,TrayID,mstitemtraymap,ID,heuristic_name_match,medium
mstmedtray,TrayID,msttray,TrayID,heuristic_name_match,medium
mstmedtray,TrayID,traymaster,SHID,heuristic_name_match,medium
mstmedtray,UserID,tbl_callusers,Uid,heuristic_name_match,medium
mstmedtray,UserID,trnccusermapping,ID,heuristic_name_match,medium
mstmedtray,UserID,mstlocationusers,Id,heuristic_name_match,medium
mstmemplanswiseadditionalcharges,ChargeID,mstappadditionalcharges,ID,heuristic_name_match,medium
mstmemplanswiseadditionalcharges,ChargeID,tblapprepocharges,id,heuristic_name_match,medium
mstmemplanswiseadditionalcharges,ChargeID,trnhvadditionalcharges,ID,heuristic_name_match,medium
mstmemplanswiseadditionalcharges,LOCATIONID,mstlocationusers,Id,heuristic_name_match,medium
mstmethod,LOCATIONID,mstlocationusers,Id,heuristic_name_match,medium
mstoltestparamsmapping,HEADERID,mstheaderpaytype,ID,heuristic_name_match,medium
mstoltestparamsmapping,LOCATIONID,mstlocationusers,Id,heuristic_name_match,medium
mstoltestparamsmapping,PARAMID,trnparamunitsloc1,ID,heuristic_name_match,medium
mstoltestparamsmapping,PARAMID,trncc_paramresult,TEMPID,heuristic_name_match,medium
mstoltestparamsmapping,PARAMID,mstmachineparameters1,ID,heuristic_name_match,medium
mstoltestparamsmapping,PARAMID,trncc_clubbedparamresult,Clubid,heuristic_name_match,medium
mstoltestparamsmapping,PARAMID,mstparametertemplatelog,ID,heuristic_name_match,medium
mstoltestparamsmapping,PARAMID,trnparamresult,ID,heuristic_name_match,medium
mstoltestparamsmapping,PARAMID,mstparametertemplate,ID,heuristic_name_match,medium
mstoltestparamsmapping,PARAMID,mstparametercalculation,ID,heuristic_name_match,medium
mstoltestparamsmapping,PARAMID,trncc_clubbedparamresults,Clubid,heuristic_name_match,medium
mstoltestparamsmapping,PARAMID,mstparameterhead,ID,heuristic_name_match,medium
mstoltestparamsmapping,PARAMID,mstmachineparameters,ID,heuristic_name_match,medium
mstorganismtype,LOCATIONID,mstlocationusers,Id,heuristic_name_match,medium
mstorgdeptdiscount,DEPARTMENTID,mststoressubdepartment,UserID,heuristic_name_match,medium
mstorgdeptdiscount,LOCATIONID,mstlocationusers,Id,heuristic_name_match,medium
mstorginvestigationrates,LOCATIONID,mstlocationusers,Id,heuristic_name_match,medium
mstorginvestigationrates1,LOCATIONID,mstlocationusers,Id,heuristic_name_match,medium
mstorginvestigationrates2,LOCATIONID,mstlocationusers,Id,heuristic_name_match,medium
mstorginvestigationrates3,LOCATIONID,mstlocationusers,Id,heuristic_name_match,medium
mstorginvestigationrateslogistics,LOCATIONID,mstlocationusers,Id,heuristic_name_match,medium
mstoutsourceinvmapping,DEPTID,trndeptpharmaissuepri,UserID,heuristic_name_match,medium
mstoutsourceinvmapping,DEPTID,mstitemdeptaccess,ID,heuristic_name_match,medium
mstoutsourceinvmapping,DEPTID,trndeptconsumptiondet,id,heuristic_name_match,medium
mstoutsourceinvmapping,DEPTID,trndeptpharmareturndet,ID,heuristic_name_match,medium
mstoutsourceinvmapping,DEPTID,trndeptpharmareturndet26feb2020,ID,heuristic_name_match,medium
mstoutsourceinvmapping,DEPTID,mstdocdeptinvdiscount,ID,heuristic_name_match,medium
mstoutsourceinvmapping,DEPTID,trndeptpharmaindentpri,UserID,heuristic_name_match,medium
mstoutsourceinvmapping,DEPTID,trndeptpharmareturnpri,UserID,heuristic_name_match,medium
mstoutsourceinvmapping,DEPTID,trndeptpharmaissuedet,ID,heuristic_name_match,medium
mstoutsourceinvmapping,DEPTID,trndeptcomplaint,id,heuristic_name_match,medium
mstoutsourceinvmapping,DEPTID,trndeptpharmaissuedet26feb2020,ID,heuristic_name_match,medium
mstoutsourceinvmapping,DEPTID,trnformdeptinvmapping,ID,heuristic_name_match,medium
mstoutsourceinvmapping,DEPTID,trndeptpharmaindentdet,id,heuristic_name_match,medium
mstoutsourceinvmapping,DEPTID,mstorgdeptdiscount,ID,heuristic_name_match,medium
mstoutsourceinvmapping,DEPTID,mstrolroqdeptmapping,ID,heuristic_name_match,medium
mstoutsourceinvmapping,DEPTID,trndeptconsumptionpri,DeptID,heuristic_name_match,medium
mstoutsourceinvmapping,LOCATIONID,mstlocationusers,Id,heuristic_name_match,medium
mstparametercalculation,LOCATIONID,mstlocationusers,Id,heuristic_name_match,medium
mstparametercalculation,PARAMID,mstoltestparamsmapping,ID,heuristic_name_match,medium
mstparametercalculation,PARAMID,trnparamunitsloc1,ID,heuristic_name_match,medium
mstparametercalculation,PARAMID,trncc_paramresult,TEMPID,heuristic_name_match,medium
mstparametercalculation,PARAMID,mstmachineparameters1,ID,heuristic_name_match,medium
mstparametercalculation,PARAMID,trncc_clubbedparamresult,Clubid,heuristic_name_match,medium
mstparametercalculation,PARAMID,mstparametertemplatelog,ID,heuristic_name_match,medium
mstparametercalculation,PARAMID,trnparamresult,ID,heuristic_name_match,medium
mstparametercalculation,PARAMID,mstparametertemplate,ID,heuristic_name_match,medium
mstparametercalculation,PARAMID,trncc_clubbedparamresults,Clubid,heuristic_name_match,medium
mstparametercalculation,PARAMID,mstparameterhead,ID,heuristic_name_match,medium
mstparametercalculation,PARAMID,mstmachineparameters,ID,heuristic_name_match,medium
mstparameterhead,LOCATIONID,mstlocationusers,Id,heuristic_name_match,medium
mstparametertemplate,HEADERID,mstheaderpaytype,ID,heuristic_name_match,medium
mstparametertemplate,LOCATIONID,mstlocationusers,Id,heuristic_name_match,medium
mstparametertemplate,TEMPID,trntempinvlabpri,CITYID,heuristic_name_match,medium
mstparametertemplate,TEMPID,mstemptarget,ID,heuristic_name_match,medium
mstparametertemplate,TEMPID,mstempschedules,EmpId,heuristic_name_match,medium
mstparametertemplate,TEMPID,trncomptempinvlabpri,CITYID,heuristic_name_match,medium
mstparametertemplate,TEMPID,trntempabnormalreport,USERID,heuristic_name_match,medium
mstparametertemplate,TEMPID,tbltempledger,ID,heuristic_name_match,medium
mstparametertemplate,TEMPID,trntempbranchwisecoll,ID,heuristic_name_match,medium
mstparametertemplate,TEMPID,trntemppatientrepeatevisits,ID,heuristic_name_match,medium
mstparametertemplate,TEMPID,mstparametertemplatelog,ID,heuristic_name_match,medium
mstparametertemplate,TEMPID,mstempadvances,EmpId,heuristic_name_match,medium
mstparametertemplate,TEMPID,mstempplans,PlanId,heuristic_name_match,medium
mstparametertemplate,TEMPID,mstempmapping_rsm,ID,heuristic_name_match,medium
mstparametertemplate,TEMPID,trntempinvdet,ID,heuristic_name_match,medium
mstparametertemplate,TEMPID,trntempautoauthentication,ID,heuristic_name_match,medium
mstparametertemplate,TEMPID,trntemprejbills,ID,heuristic_name_match,medium
mstparametertemplate,TEMPID,trntemplabinvdetails,VailID,heuristic_name_match,medium
mstparametertemplate,TEMPID,msttempappinvdtls,ID,heuristic_name_match,medium
mstparametertemplate,TEMPID,mstempmapping_asm,ID,heuristic_name_match,medium
mstparametertemplate,TEMPID,mstemptasks,TaskId,heuristic_name_match,medium
mstparametertemplate,TEMPID,trncomptemplabinvdetails,VailID,heuristic_name_match,medium
mstparametertemplate,TEMPID,msttemptallyregledger,LEDID,heuristic_name_match,medium
mstparametertemplate,TEMPID,trnpatientresultstemp,AutoID,heuristic_name_match,medium
mstparametertemplate,TEMPID,trntempdaycollall,USERID,heuristic_name_match,medium
mstparametertemplate,TEMPID,mstempexpenditure,ExpId,heuristic_name_match,medium
mstparametertemplate,TEMPID,trntempshiftcollecrpt,ID,heuristic_name_match,medium
mstparametertemplate,TEMPID,msttempapppaymentdtls,MID,heuristic_name_match,medium
mstparametertemplate,TEMPID,trntempinvstatus,ID,heuristic_name_match,medium
mstparametertemplate,TEMPID,mstempleaves,EmpId,heuristic_name_match,medium
mstparametertemplate,TEMPID,trntempmoncoll,USERID,heuristic_name_match,medium
mstparametertemplate,TEMPID,tbltempledgerorg,ID,heuristic_name_match,medium
mstparametertemplate,TEMPID,mstempmapping_gm,ID,heuristic_name_match,medium
mstparametertemplate,TEMPID,tblinvtemplates,ID,heuristic_name_match,medium
mstparametertemplate,TEMPID,mstlabdesctemp,TEMPID,heuristic_name_match,medium
mstparametertemplatelog,HEADERID,mstheaderpaytype,ID,heuristic_name_match,medium
mstparametertemplatelog,LOCATIONID,mstlocationusers,Id,heuristic_name_match,medium
mstparametertemplatelog,TEMPID,trntempinvlabpri,CITYID,heuristic_name_match,medium
mstparametertemplatelog,TEMPID,mstemptarget,ID,heuristic_name_match,medium
mstparametertemplatelog,TEMPID,mstempschedules,EmpId,heuristic_name_match,medium
mstparametertemplatelog,TEMPID,trncomptempinvlabpri,CITYID,heuristic_name_match,medium
mstparametertemplatelog,TEMPID,trntempabnormalreport,USERID,heuristic_name_match,medium
mstparametertemplatelog,TEMPID,tbltempledger,ID,heuristic_name_match,medium
mstparametertemplatelog,TEMPID,trntempbranchwisecoll,ID,heuristic_name_match,medium
mstparametertemplatelog,TEMPID,trntemppatientrepeatevisits,ID,heuristic_name_match,medium
mstparametertemplatelog,TEMPID,mstempadvances,EmpId,heuristic_name_match,medium
mstparametertemplatelog,TEMPID,mstempplans,PlanId,heuristic_name_match,medium
mstparametertemplatelog,TEMPID,mstempmapping_rsm,ID,heuristic_name_match,medium
mstparametertemplatelog,TEMPID,trntempinvdet,ID,heuristic_name_match,medium
mstparametertemplatelog,TEMPID,trntempautoauthentication,ID,heuristic_name_match,medium
mstparametertemplatelog,TEMPID,trntemprejbills,ID,heuristic_name_match,medium
mstparametertemplatelog,TEMPID,trntemplabinvdetails,VailID,heuristic_name_match,medium
mstparametertemplatelog,TEMPID,msttempappinvdtls,ID,heuristic_name_match,medium
mstparametertemplatelog,TEMPID,mstempmapping_asm,ID,heuristic_name_match,medium
mstparametertemplatelog,TEMPID,mstemptasks,TaskId,heuristic_name_match,medium
mstparametertemplatelog,TEMPID,trncomptemplabinvdetails,VailID,heuristic_name_match,medium
mstparametertemplatelog,TEMPID,msttemptallyregledger,LEDID,heuristic_name_match,medium
mstparametertemplatelog,TEMPID,trnpatientresultstemp,AutoID,heuristic_name_match,medium
mstparametertemplatelog,TEMPID,trntempdaycollall,USERID,heuristic_name_match,medium
mstparametertemplatelog,TEMPID,mstempexpenditure,ExpId,heuristic_name_match,medium
mstparametertemplatelog,TEMPID,trntempshiftcollecrpt,ID,heuristic_name_match,medium
mstparametertemplatelog,TEMPID,msttempapppaymentdtls,MID,heuristic_name_match,medium
mstparametertemplatelog,TEMPID,trntempinvstatus,ID,heuristic_name_match,medium
mstparametertemplatelog,TEMPID,mstempleaves,EmpId,heuristic_name_match,medium
mstparametertemplatelog,TEMPID,mstparametertemplate,ID,heuristic_name_match,medium
mstparametertemplatelog,TEMPID,trntempmoncoll,USERID,heuristic_name_match,medium
mstparametertemplatelog,TEMPID,tbltempledgerorg,ID,heuristic_name_match,medium
mstparametertemplatelog,TEMPID,mstempmapping_gm,ID,heuristic_name_match,medium
mstparametertemplatelog,TEMPID,tblinvtemplates,ID,heuristic_name_match,medium
mstparametertemplatelog,TEMPID,mstlabdesctemp,TEMPID,heuristic_name_match,medium
mstpatientgetdata,LOCATIONID,mstlocationusers,Id,heuristic_name_match,medium
mstpatientregistration,DEPARTMENTID,mststoressubdepartment,UserID,heuristic_name_match,medium
mstpatientregistration,DOCID,mstrefdocclinicinfo,CId,heuristic_name_match,medium
mstpatientregistration,DOCID,tblclientdocinfo,ID,heuristic_name_match,medium
mstpatientregistration,DOCID,trnmergeddoctors,ID,heuristic_name_match,medium
mstpatientregistration,DOCID,mstrefdoctornew,DOCID,heuristic_name_match,medium
mstpatientregistration,DOCID,mstmaptechdoc,AUTHID,heuristic_name_match,medium
mstpatientregistration,DOCID,mstdocdeptinvdiscount,ID,heuristic_name_match,medium
mstpatientregistration,DOCID,mstdoctor,DOCID,heuristic_name_match,medium
mstpatientregistration,DOCID,mstmapsubauthdoc,AUTHID,heuristic_name_match,medium
mstpatientregistration,DOCID,trnmergeddocbilldtls,ID,heuristic_name_match,medium
mstpatientregistration,DOCID,mstdoctorslab,ID,heuristic_name_match,medium
mstpatientregistration,DOCID,mstdoctornew,DOCID,heuristic_name_match,medium
mstpatientregistration,DOCID,mstrefdoctor,DOCID,heuristic_name_match,medium
mstpatientregistration,DOCID,mstccrefdoctor,DOCID,heuristic_name_match,medium
mstpatientregistration,DOCID,trnmergeddocbilldtls_referral,ID,heuristic_name_match,medium
mstpatientregistration,DOCID,trndoctorweeklyoffs,DocId,heuristic_name_match,medium
mstpatientregistration,DOCID,mstmapauthdoc,AUTHID,heuristic_name_match,medium
mstpatientregistration,LOCATIONID,mstlocationusers,Id,heuristic_name_match,medium
mstpatientregistration,REFDOCID,mstrefdocclinicinfo,CId,heuristic_name_match,medium
mstpatientregistration,REFDOCID,mstrefdoctornew,DOCID,heuristic_name_match,medium
mstpatientregistration,REFDOCID,mstrefdoctor,DOCID,heuristic_name_match,medium
mstpatientregistration,REFDOCID,mstccrefdoctor,DOCID,heuristic_name_match,medium
mstpatientregistration,USERID,tbl_callusers,Uid,heuristic_name_match,medium
mstpatientregistration,USERID,trnccusermapping,ID,heuristic_name_match,medium
mstpatientregistration,USERID,mstlocationusers,Id,heuristic_name_match,medium
mstpaymentdetails,OrderId,trnpurchaseorderdtls,UOMID,heuristic_name_match,medium
mstpaymentdetails,OrderId,mstappagentassigndispatchorders,ID,heuristic_name_match,medium
mstpaymentdetails,OrderId,trnpurchaseorderpendingdtls,UOMID,heuristic_name_match,medium
mstpaymentdetails,OrderId,trnpurchaseorder,POID,heuristic_name_match,medium
mstpaymentdetails,PaymentId,trnreferalpayments,ID,heuristic_name_match,medium
mstpaymentdetails,PaymentId,trnreferalpartialpayments,ID,heuristic_name_match,medium
mstpaymentdetails,PaymentId,trncomppaymentsrenova,UserID,heuristic_name_match,medium
mstpaymentdetails,PaymentId,trnccpayments1,UserID,heuristic_name_match,medium
mstpaymentdetails,PaymentId,trnexecutivecashpayment,ID,heuristic_name_match,medium
mstpaymentdetails,PaymentId,trnreferalpartialpayments_del,ID,heuristic_name_match,medium
mstpaymentdetails,PaymentId,trncomppayments,UserID,heuristic_name_match,medium
mstpaymentdetails,PaymentId,msttempapppaymentdtls,MID,heuristic_name_match,medium
mstpaymentdetails,PaymentId,trnccpayments,UserID,heuristic_name_match,medium
mstpaymentdetails,PaymentId,trninvoicepayments,ID,heuristic_name_match,medium
mstpaymentdetails,PaymentId,trnreferalpayments_del,ID,heuristic_name_match,medium
mstpaymentdetails,PaymentId,trncc_cshcrypayments,PayID,heuristic_name_match,medium
mstpaymentdetails,PaymentId,paymentgatewayresponse,ID,heuristic_name_match,medium
mstrack,LOCATIONID,mstlocationusers,Id,heuristic_name_match,medium
mstrack,RackID,trntrackcreditamts,ID,heuristic_name_match,medium
mstrack,RackID,trnitemtrack,DeptId,heuristic_name_match,medium
mstrack,RackID,trnauthdeletiontrack,ID,heuristic_name_match,medium
mstrack,RackID,rackmaster,RackId,heuristic_name_match,medium
mstrack,RackID,trnappsampletracking,ID,heuristic_name_match,medium
mstrack,RackID,trnstatustracking,ID,heuristic_name_match,medium
mstrack,RackID,mstmedrack,RackID,heuristic_name_match,medium
mstrack,RackID,trntrackcreditamts_new,ID,heuristic_name_match,medium
mstrefdocclinicinfo,DocId,tblclientdocinfo,ID,heuristic_name_match,medium
mstrefdocclinicinfo,DocId,trnmergeddoctors,ID,heuristic_name_match,medium
mstrefdocclinicinfo,DocId,mstrefdoctornew,DOCID,heuristic_name_match,medium
mstrefdocclinicinfo,DocId,mstmaptechdoc,AUTHID,heuristic_name_match,medium
mstrefdocclinicinfo,DocId,mstdocdeptinvdiscount,ID,heuristic_name_match,medium
mstrefdocclinicinfo,DocId,mstdoctor,DOCID,heuristic_name_match,medium
mstrefdocclinicinfo,DocId,mstmapsubauthdoc,AUTHID,heuristic_name_match,medium
mstrefdocclinicinfo,DocId,trnmergeddocbilldtls,ID,heuristic_name_match,medium
mstrefdocclinicinfo,DocId,mstdoctorslab,ID,heuristic_name_match,medium
mstrefdocclinicinfo,DocId,mstdoctornew,DOCID,heuristic_name_match,medium
mstrefdocclinicinfo,DocId,mstrefdoctor,DOCID,heuristic_name_match,medium
mstrefdocclinicinfo,DocId,mstccrefdoctor,DOCID,heuristic_name_match,medium
mstrefdocclinicinfo,DocId,trnmergeddocbilldtls_referral,ID,heuristic_name_match,medium
mstrefdocclinicinfo,DocId,trndoctorweeklyoffs,DocId,heuristic_name_match,medium
